Area Name,Calendar Year,Labor Force,Employed,Unemployed,Unemployment Rate
Chester County,2003,"247,500","237,300","10,200",4.1
Chester County,2004,"251,300","242,000","9,300",3.7
Chester County,2005,"257,500","248,100","9,400",3.7
Chester County,2006,"264,700","255,700","9,100",3.4
Chester County,2007,"268,800","260,000","8,800",3.3
Chester County,2008,"275,600","264,600","10,900",4
Chester County,2009,"269,600","252,800","16,800",6.2
Chester County,2010,"269,000","252,800","16,200",6
Chester County,2011,"269,900","254,700","15,100",5.6
Chester County,2012,"273,200","258,400","14,900",5.4
Chester County,2013,"274,000","260,100","13,900",5.1
Chester County,2014,"275,200","263,600","11,600",4.2
Chester County,2015,"279,400","268,500","10,900",3.9
Chester County,2016,"283,000","272,100","10,800",3.8
Chester County,2017,"283,300","273,000","10,300",3.6
Chester County,2018,"285,600","276,300","9,300",3.3
Chester County,2019,"290,200","281,100","9,100",3.1
Chester County,2020,"284,100","266,300","17,800",6.3
Chester County,2021,"287,400","276,100","11,300",3.9
Chester County,2022,"296,600","287,500","9,100",3.1
Chester County,2023,"302,400","293,900","8,400",2.8
Chester County,2024,"302,400","294,100","8,400",2.8
Clarion County,1990,"18,100","16,600","1,500",8.1
Clarion County,1991,"18,100","16,500","1,600",8.9
Clarion County,1992,"18,500","16,800","1,700",9.1
Clarion County,1993,"18,300","16,900","1,400",7.9
Clarion County,1994,"18,400","16,800","1,600",8.5
Clarion County,1995,"18,400","16,800","1,500",8.3
Clarion County,1996,"18,600","17,200","1,400",7.4
Clarion County,1997,"19,100","17,900","1,200",6.5
Clarion County,1998,"19,300","18,200","1,000",5.4
Clarion County,1999,"19,400","18,500","1,000",5
Clarion County,2000,"19,400","18,400","1,000",5.1
Clarion County,2001,"19,700","18,700","1,000",5
Clarion County,2002,"20,000","18,900","1,000",5.1
Clarion County,2003,"19,800","18,600","1,100",5.7
Clarion County,2004,"20,400","19,300","1,100",5.6
Clarion County,2005,"20,900","19,900","1,000",4.9
Clarion County,2006,"20,800","19,700","1,000",5.1
Clarion County,2007,"20,400","19,400","1,000",5
Clarion County,2008,"20,900","19,600","1,300",6.3
Clarion County,2009,"20,800","18,800","2,000",9.4
Clarion County,2010,"19,500","17,600","1,900",9.9
Clarion County,2011,"19,100","17,200","1,800",9.7
Clarion County,2012,"19,000","17,300","1,700",8.7
Clarion County,2013,"18,700","17,200","1,500",7.8
Clarion County,2014,"18,500","17,400","1,200",6.4
Clarion County,2015,"18,400","17,300","1,100",6.1
Clarion County,2016,"18,300","17,200","1,100",6
Clarion County,2017,"18,000","17,000","1,000",5.7
Clarion County,2018,"17,700","16,800",800,4.8
Clarion County,2019,"17,400","16,600",800,4.7
Clarion County,2020,"17,100","15,800","1,400",7.9
Clarion County,2021,"16,700","15,700","1,000",5.9
Clarion County,2022,"16,200","15,500",800,4.8
Clarion County,2023,"16,300","15,600",700,4.3
Clarion County,2024,"16,300","15,700",700,4
Clearfield County,1990,"34,600","31,200","3,300",9.7
Clearfield County,1991,"35,600","31,400","4,200",11.8
Clearfield County,1992,"35,900","32,100","3,800",10.6
Clearfield County,1993,"36,400","33,000","3,400",9.4
Clearfield County,1994,"37,100","33,900","3,300",8.8
Clearfield County,1995,"37,700","34,500","3,200",8.6
Clearfield County,1996,"38,700","35,500","3,300",8.5
Clearfield County,1997,"38,900","35,800","3,100",8.1
Clearfield County,1998,"38,600","35,400","3,200",8.2
Clearfield County,1999,"38,200","35,200","3,000",7.8
Clearfield County,2000,"39,500","37,300","2,200",5.7
Clearfield County,2001,"40,400","37,600","2,800",6.9
Clearfield County,2002,"41,300","38,300","3,000",7.2
Clearfield County,2003,"41,000","38,000","3,000",7.2
Clearfield County,2004,"41,300","38,500","2,800",6.8
Clearfield County,2005,"40,900","38,500","2,400",5.9
Clearfield County,2006,"41,200","38,900","2,300",5.5
Clearfield County,2007,"41,100","38,700","2,300",5.7
Clearfield County,2008,"41,000","38,200","2,800",6.8
Clearfield County,2009,"40,900","36,900","4,100",9.9
Clearfield County,2010,"37,900","34,100","3,800",10.1
Clearfield County,2011,"38,000","34,500","3,500",9.2
Clearfield County,2012,"38,200","34,800","3,500",9.1
Clearfield County,2013,"37,800","34,500","3,300",8.7
Clearfield County,2014,"36,900","34,200","2,700",7.3
Clearfield County,2015,"36,700","34,200","2,500",6.8
Clearfield County,2016,"36,800","34,200","2,600",7.2
Clearfield County,2017,"36,400","34,200","2,200",6
Clearfield County,2018,"36,300","34,500","1,900",5.1
Clearfield County,2019,"36,600","34,700","1,900",5.1
Clearfield County,2020,"36,500","33,200","3,200",8.9
Clearfield County,2021,"36,000","33,700","2,300",6.5
Clearfield County,2022,"35,500","33,800","1,800",5
Clearfield County,2023,"35,600","34,200","1,500",4.1
Clearfield County,2024,"35,300","33,900","1,400",3.9
Clinton County,1990,"17,000","15,300","1,700",10
Clinton County,1991,"17,300","15,400","1,900",11.1
Clinton County,1992,"17,600","15,900","1,700",9.6
Clinton County,1993,"17,400","15,800","1,600",9
Clinton County,1994,"17,600","15,700","1,900",10.7
Clinton County,1995,"17,400","15,700","1,700",9.8
Clinton County,1996,"17,300","15,900","1,400",8.4
Clinton County,1997,"17,500","16,200","1,300",7.6
Clinton County,1998,"17,600","16,400","1,200",7
Clinton County,1999,"18,100","17,100","1,000",5.8
Clinton County,2000,"18,300","17,300","1,000",5.2
Clinton County,2001,"18,500","17,300","1,200",6.4
Clinton County,2002,"19,200","17,700","1,500",7.6
Clinton County,2003,"18,600","17,300","1,300",7.2
Clinton County,2004,"18,900","17,700","1,200",6.5
Clinton County,2005,"19,100","17,900","1,200",6.1
Clinton County,2006,"19,000","17,900","1,100",5.7
Clinton County,2007,"19,300","18,200","1,100",5.5
Clinton County,2008,"19,600","18,300","1,200",6.3
Clinton County,2009,"19,400","17,700","1,700",8.8
Clinton County,2010,"18,700","17,000","1,700",9.1
Clinton County,2011,"19,200","17,600","1,600",8.1
Clinton County,2012,"19,500","17,800","1,700",8.6
Clinton County,2013,"19,300","17,600","1,700",8.7
Clinton County,2014,"19,100","17,700","1,400",7.4
Clinton County,2015,"18,900","17,600","1,300",7.1
Clinton County,2016,"18,800","17,500","1,300",6.9
Clinton County,2017,"18,600","17,400","1,100",6.1
Clinton County,2018,"18,600","17,600","1,000",5.4
Clinton County,2019,"18,500","17,600","1,000",5.2
Clinton County,2020,"17,900","16,400","1,500",8.4
Clinton County,2021,"17,200","16,200","1,100",6.2
Clinton County,2022,"16,900","16,100",900,5
Clinton County,2023,"17,300","16,600",700,4.3
Clinton County,2024,"17,400","16,600",700,4.2
Columbia County,1990,"31,300","29,100","2,200",7.1
Columbia County,1991,"31,800","29,000","2,800",8.8
Columbia County,1992,"32,200","29,200","2,900",9.1
Columbia County,1993,"32,200","29,600","2,600",8
Columbia County,1994,"32,300","30,000","2,300",7
Columbia County,1995,"32,900","30,500","2,400",7.4
Columbia County,1996,"33,500","31,000","2,500",7.5
Columbia County,1997,"34,000","31,500","2,400",7.1
Columbia County,1998,"33,600","31,600","2,000",5.8
Columbia County,1999,"33,500","31,700","1,800",5.3
Columbia County,2000,"32,100","30,400","1,700",5.3
Columbia County,2001,"32,100","30,200","1,900",5.8
Columbia County,2002,"32,800","30,700","2,000",6.2
Columbia County,2003,"32,700","30,500","2,200",6.7
Columbia County,2004,"33,700","31,500","2,200",6.5
Columbia County,2005,"34,200","32,200","2,000",5.9
Columbia County,2006,"34,800","32,900","2,000",5.6
Columbia County,2007,"35,400","33,600","1,900",5.3
Columbia County,2008,"36,600","34,400","2,200",5.9
Columbia County,2009,"36,600","33,500","3,100",8.5
Columbia County,2010,"34,600","31,500","3,100",9
Columbia County,2011,"34,700","31,800","2,900",8.4
Columbia County,2012,"35,500","32,600","2,900",8.1
Columbia County,2013,"35,400","32,700","2,600",7.4
Columbia County,2014,"34,400","32,200","2,200",6.3
Columbia County,2015,"34,000","32,100","2,000",5.8
Columbia County,2016,"32,400","30,500","1,900",5.7
Columbia County,2017,"32,000","30,300","1,800",5.5
Columbia County,2018,"32,000","30,300","1,600",5.1
Columbia County,2019,"31,900","30,300","1,600",4.9
Columbia County,2020,"31,600","28,900","2,600",8.4
Columbia County,2021,"31,100","29,300","1,800",5.8
Columbia County,2022,"31,400","30,000","1,400",4.6
Columbia County,2023,"32,000","30,700","1,300",4.2
Columbia County,2024,"31,700","30,400","1,300",4.2
Crawford County,1990,"39,100","36,200","2,900",7.4
Crawford County,1991,"40,200","36,500","3,700",9.3
Crawford County,1992,"39,700","36,100","3,600",9.1
Crawford County,1993,"40,000","37,000","3,000",7.6
Crawford County,1994,"41,000","37,900","3,100",7.5
Crawford County,1995,"41,100","38,500","2,700",6.5
Crawford County,1996,"41,700","39,200","2,500",6
Crawford County,1997,"42,200","39,900","2,400",5.6
Crawford County,1998,"42,500","40,400","2,200",5.1
Crawford County,1999,"42,600","40,200","2,400",5.6
Crawford County,2000,"42,900","40,800","2,100",5
Crawford County,2001,"43,100","40,400","2,700",6.4
Crawford County,2002,"43,400","40,400","3,000",6.9
Crawford County,2003,"41,700","38,800","2,900",6.9
Crawford County,2004,"42,400","39,700","2,700",6.4
Crawford County,2005,"43,100","40,600","2,500",5.8
Crawford County,2006,"42,900","40,600","2,300",5.3
Crawford County,2007,"43,100","40,900","2,200",5.2
Crawford County,2008,"43,800","41,300","2,500",5.7
Crawford County,2009,"43,100","38,900","4,200",9.8
Crawford County,2010,"41,600","37,800","3,800",9.1
Crawford County,2011,"41,500","38,200","3,200",7.8
Crawford County,2012,"42,000","38,900","3,100",7.4
Crawford County,2013,"41,800","38,900","2,900",6.9
Crawford County,2014,"41,500","39,000","2,400",5.9
Crawford County,2015,"41,400","39,200","2,200",5.3
Crawford County,2016,"40,800","38,400","2,400",5.9
Crawford County,2017,"39,700","37,500","2,200",5.5
Crawford County,2018,"39,200","37,400","1,900",4.8
Crawford County,2019,"38,900","37,200","1,800",4.6
Crawford County,2020,"38,700","35,300","3,300",8.6
Crawford County,2021,"37,800","35,400","2,300",6.1
Crawford County,2022,"37,700","36,000","1,700",4.5
Crawford County,2023,"37,900","36,500","1,500",3.8
Crawford County,2024,"37,400","36,000","1,400",3.7
Cumberland County,1990,"108,500","104,400","4,100",3.8
Cumberland County,1991,"110,600","105,900","4,700",4.3
Cumberland County,1992,"112,100","107,300","4,800",4.3
Cumberland County,1993,"113,000","109,100","3,900",3.5
Cumberland County,1994,"114,200","110,500","3,600",3.2
Cumberland County,1995,"116,200","112,500","3,700",3.2
Cumberland County,1996,"120,400","116,800","3,600",3
Cumberland County,1997,"122,500","119,000","3,500",2.8
Cumberland County,1998,"123,500","120,200","3,200",2.6
Cumberland County,1999,"123,400","119,900","3,500",2.8
Cumberland County,2000,"114,200","110,600","3,600",3.2
Cumberland County,2001,"116,100","111,700","4,500",3.8
Cumberland County,2002,"118,400","113,400","4,900",4.2
Cumberland County,2003,"117,300","112,400","4,900",4.2
Cumberland County,2004,"118,800","114,200","4,600",3.8
Cumberland County,2005,"120,400","115,900","4,500",3.8
Cumberland County,2006,"122,800","118,500","4,200",3.5
Cumberland County,2007,"123,900","119,700","4,200",3.4
Cumberland County,2008,"126,400","121,000","5,400",4.3
Cumberland County,2009,"125,600","117,300","8,300",6.6
Cumberland County,2010,"124,200","116,000","8,200",6.6
Cumberland County,2011,"124,300","116,600","7,700",6.2
Cumberland County,2012,"125,800","118,300","7,500",6
Cumberland County,2013,"125,900","119,000","6,900",5.5
Cumberland County,2014,"126,700","120,900","5,800",4.6
Cumberland County,2015,"129,500","124,200","5,300",4.1
Cumberland County,2016,"131,100","125,800","5,300",4
Cumberland County,2017,"131,200","126,100","5,100",3.9
Cumberland County,2018,"132,200","127,700","4,500",3.4
Cumberland County,2019,"134,400","129,900","4,500",3.3
Cumberland County,2020,"133,300","124,700","8,600",6.5
Cumberland County,2021,"133,800","128,000","5,800",4.3
Cumberland County,2022,"136,900","132,400","4,500",3.3
Cumberland County,2023,"140,000","135,900","4,100",2.9
Cumberland County,2024,"140,900","136,700","4,200",3
Dauphin County,1990,"129,700","123,400","6,300",4.9
Dauphin County,1991,"130,800","124,100","6,700",5.1
Dauphin County,1992,"132,200","125,300","6,900",5.2
Dauphin County,1993,"133,400","127,200","6,100",4.6
Dauphin County,1994,"134,600","128,800","5,800",4.3
Dauphin County,1995,"136,000","130,600","5,400",4
Dauphin County,1996,"139,700","134,600","5,100",3.6
Dauphin County,1997,"141,500","136,600","4,900",3.5
Dauphin County,1998,"141,200","136,700","4,500",3.2
Dauphin County,1999,"141,100","135,700","5,400",3.8
Dauphin County,2000,"131,800","127,100","4,700",3.6
Dauphin County,2001,"133,200","127,500","5,700",4.3
Dauphin County,2002,"135,200","128,700","6,600",4.8
Dauphin County,2003,"133,200","126,700","6,600",4.9
Dauphin County,2004,"134,000","127,700","6,300",4.7
Dauphin County,2005,"134,600","128,800","5,800",4.3
Dauphin County,2006,"135,700","130,100","5,600",4.1
Dauphin County,2007,"136,700","131,100","5,600",4.1
Dauphin County,2008,"138,800","132,200","6,600",4.7
Dauphin County,2009,"137,800","127,600","10,200",7.4
Dauphin County,2010,"140,200","129,400","10,900",7.7
Dauphin County,2011,"140,300","130,000","10,300",7.4
Dauphin County,2012,"141,200","131,100","10,100",7.2
Dauphin County,2013,"140,600","131,400","9,200",6.6
Dauphin County,2014,"140,000","132,400","7,600",5.4
Dauphin County,2015,"142,200","135,400","6,800",4.8
Dauphin County,2016,"145,100","138,300","6,800",4.7
Dauphin County,2017,"145,100","138,500","6,600",4.5
Dauphin County,2018,"145,600","139,700","5,900",4.1
Dauphin County,2019,"147,900","142,000","5,800",3.9
Dauphin County,2020,"148,400","135,700","12,700",8.6
Dauphin County,2021,"145,700","137,200","8,500",5.8
Dauphin County,2022,"146,200","140,600","5,600",3.8
Dauphin County,2023,"148,600","143,500","5,200",3.5
Dauphin County,2024,"149,600","144,300","5,300",3.5
Delaware County,1990,"278,100","266,900","11,200",4
Delaware County,1991,"277,100","261,000","16,100",5.8
Delaware County,1992,"277,700","258,800","18,900",6.8
Delaware County,1993,"275,900","259,100","16,900",6.1
Delaware County,1994,"275,400","260,200","15,200",5.5
Delaware County,1995,"274,600","259,400","15,200",5.5
Delaware County,1996,"278,400","264,400","13,900",5
Delaware County,1997,"281,300","268,600","12,700",4.5
Delaware County,1998,"281,700","270,500","11,200",4
Delaware County,1999,"282,900","272,200","10,800",3.8
Delaware County,2000,"278,100","267,500","10,600",3.8
Delaware County,2001,"281,300","269,400","11,800",4.2
Delaware County,2002,"281,600","267,600","14,000",5
Delaware County,2003,"278,900","264,500","14,400",5.2
Delaware County,2004,"278,800","264,900","13,900",5
Delaware County,2005,"280,600","267,700","12,900",4.6
Delaware County,2006,"283,900","271,400","12,500",4.4
Delaware County,2007,"284,900","272,800","12,100",4.3
Delaware County,2008,"288,900","274,400","14,500",5
Delaware County,2009,"281,600","260,300","21,300",7.6
Delaware County,2010,"285,400","263,400","21,900",7.7
Delaware County,2011,"286,500","264,900","21,600",7.5
Delaware County,2012,"289,600","268,100","21,600",7.4
Delaware County,2013,"290,700","271,000","19,700",6.8
Delaware County,2014,"291,700","275,300","16,400",5.6
Delaware County,2015,"294,000","279,300","14,700",5
Delaware County,2016,"283,200","268,900","14,400",5.1
Delaware County,2017,"283,200","269,600","13,700",4.8
Delaware County,2018,"286,000","273,600","12,400",4.3
Delaware County,2019,"291,400","279,300","12,100",4.1
Delaware County,2020,"289,200","262,500","26,800",9.3
Delaware County,2021,"286,600","269,600","17,000",5.9
Delaware County,2022,"295,000","283,200","11,800",4
Delaware County,2023,"303,000","292,600","10,400",3.4
Delaware County,2024,"304,300","293,700","10,600",3.5
Elk County,1990,"16,300","15,300","1,000",6.2
Elk County,1991,"16,700","15,200","1,600",9.3
Elk County,1992,"16,800","15,600","1,200",7.1
Elk County,1993,"17,100","16,200",900,5.2
Elk County,1994,"17,800","16,900",900,5.3
Elk County,1995,"18,300","17,200","1,000",5.7
Elk County,1996,"18,600","17,400","1,200",6.4
Elk County,1997,"18,500","17,400","1,100",6
Elk County,1998,"18,500","17,300","1,100",6.1
Elk County,1999,"18,200","17,100","1,100",6.2
Elk County,2000,"18,300","17,400",900,4.9
Elk County,2001,"18,100","16,800","1,300",7.2
Elk County,2002,"17,700","16,500","1,200",6.7
Elk County,2003,"17,200","16,100","1,100",6.5
Elk County,2004,"17,600","16,600","1,000",5.4
Elk County,2005,"17,700","16,800",900,5
Elk County,2006,"17,600","16,800",800,4.8
Elk County,2007,"17,600","16,700",900,4.9
Elk County,2008,"17,700","16,600","1,100",6
Elk County,2009,"17,200","15,000","2,200",12.6
Elk County,2010,"16,600","15,100","1,500",9.3
Elk County,2011,"16,800","15,600","1,200",7.2
Elk County,2012,"16,900","15,800","1,100",6.7
Elk County,2013,"16,500","15,400","1,100",6.6
Elk County,2014,"16,400","15,600",900,5.2
Elk County,2015,"16,500","15,600",800,5
Elk County,2016,"16,800","15,900",900,5.4
Elk County,2017,"16,500","15,700",800,4.8
Elk County,2018,"16,400","15,700",600,3.9
Elk County,2019,"16,200","15,400",800,4.7
Elk County,2020,"15,700","13,900","1,800",11.7
Elk County,2021,"15,200","14,200","1,000",6.3
Elk County,2022,"15,000","14,300",700,4.6
Elk County,2023,"14,900","14,400",500,3.5
Elk County,2024,"14,800","14,200",600,3.7
Erie County,1990,"132,800","125,000","7,800",5.9
Erie County,1991,"135,500","125,800","9,700",7.2
Erie County,1992,"138,400","128,000","10,400",7.5
Erie County,1993,"140,000","130,500","9,600",6.8
Erie County,1994,"139,300","129,800","9,500",6.8
Erie County,1995,"140,300","131,300","9,000",6.4
Erie County,1996,"141,300","132,800","8,500",6
Erie County,1997,"142,500","134,200","8,200",5.8
Erie County,1998,"141,600","134,200","7,400",5.3
Erie County,1999,"143,200","135,900","7,300",5.1
Erie County,2000,"140,800","134,400","6,400",4.6
Erie County,2001,"140,500","132,700","7,800",5.5
Erie County,2002,"141,000","131,700","9,400",6.6
Erie County,2003,"138,200","129,100","9,100",6.6
Erie County,2004,"139,900","131,400","8,500",6.1
Erie County,2005,"141,300","133,700","7,600",5.4
Erie County,2006,"141,100","133,800","7,300",5.2
Erie County,2007,"141,500","134,400","7,100",5
Erie County,2008,"142,600","134,500","8,100",5.7
Erie County,2009,"140,600","128,100","12,500",8.9
Erie County,2010,"135,900","123,700","12,200",9
Erie County,2011,"137,100","126,200","10,900",7.9
Erie County,2012,"137,400","127,100","10,400",7.5
Erie County,2013,"136,100","126,400","9,700",7.1
Erie County,2014,"135,300","126,800","8,500",6.3
Erie County,2015,"135,900","128,300","7,600",5.6
Erie County,2016,"134,900","126,200","8,700",6.4
Erie County,2017,"131,900","124,200","7,700",5.8
Erie County,2018,"130,600","124,300","6,300",4.8
Erie County,2019,"130,400","124,600","5,800",4.5
Erie County,2020,"128,800","116,500","12,300",9.5
Erie County,2021,"126,200","117,700","8,500",6.7
Erie County,2022,"125,600","119,700","5,900",4.7
Erie County,2023,"126,900","121,700","5,200",4.1
Erie County,2024,"126,800","121,900","4,900",3.8
Fayette County,1990,"54,600","49,900","4,700",8.6
Fayette County,1991,"55,700","50,200","5,500",9.9
Fayette County,1992,"56,600","50,700","5,900",10.3
Fayette County,1993,"56,600","51,300","5,400",9.5
Fayette County,1994,"57,000","51,400","5,600",9.8
Fayette County,1995,"57,200","51,600","5,500",9.7
Fayette County,1996,"57,500","52,700","4,800",8.3
Fayette County,1997,"58,400","53,600","4,800",8.2
Fayette County,1998,"58,000","53,700","4,200",7.3
Fayette County,1999,"58,300","54,200","4,100",7
Fayette County,2000,"64,800","61,100","3,700",5.8
Fayette County,2001,"65,500","61,400","4,100",6.3
Fayette County,2002,"65,500","60,900","4,600",7
Fayette County,2003,"65,200","60,200","5,000",7.7
Fayette County,2004,"65,900","61,000","5,000",7.5
Fayette County,2005,"65,600","61,000","4,600",7
Fayette County,2006,"66,000","61,700","4,300",6.5
Fayette County,2007,"66,100","62,200","3,900",6
Fayette County,2008,"67,100","62,600","4,400",6.6
Fayette County,2009,"66,400","60,300","6,100",9.1
Fayette County,2010,"59,300","53,200","6,200",10.4
Fayette County,2011,"59,600","53,700","5,800",9.8
Fayette County,2012,"60,200","54,400","5,800",9.6
Fayette County,2013,"59,700","54,200","5,500",9.2
Fayette County,2014,"58,800","54,100","4,700",8
Fayette County,2015,"58,900","54,400","4,500",7.7
Fayette County,2016,"59,400","54,700","4,700",7.9
Fayette County,2017,"58,300","54,300","4,100",7
Fayette County,2018,"57,800","54,300","3,400",6
Fayette County,2019,"57,700","54,300","3,400",5.8
Fayette County,2020,"56,900","50,400","6,500",11.4
Fayette County,2021,"54,900","50,500","4,400",8.1
Fayette County,2022,"54,000","50,900","3,100",5.8
Fayette County,2023,"54,000","51,400","2,600",4.9
Fayette County,2024,"54,200","51,600","2,600",4.7
Forest County,1990,"2,000","1,900",200,8.4
Forest County,1991,"2,000","1,800",200,11.5
Forest County,1992,"2,000","1,800",300,12.5
Forest County,1993,"2,100","1,800",200,11.1
Forest County,1994,"1,900","1,600",300,14.3
Forest County,1995,"1,800","1,600",200,11.6
Forest County,1996,"1,900","1,700",200,10.2
Forest County,1997,"1,800","1,600",200,9.9
Forest County,1998,"1,800","1,600",200,8.8
Forest County,1999,"1,900","1,700",100,7.7
Forest County,2000,"2,000","1,900",100,7.1
Forest County,2001,"2,200","1,900",300,12.8
Forest County,2002,"2,300","2,000",300,13.6
Forest County,2003,"2,200","1,900",300,14.4
Forest County,2004,"2,300","2,000",200,10
Forest County,2005,"2,300","2,100",200,9
Forest County,2006,"2,200","2,100",200,7.4
Forest County,2007,"2,400","2,200",200,6.8
Forest County,2008,"2,400","2,200",200,7.7
Forest County,2009,"2,400","2,100",300,10.9
Forest County,2010,"2,100","1,900",200,10.9
Forest County,2011,"2,000","1,800",200,9.2
Forest County,2012,"2,000","1,800",200,9.5
Forest County,2013,"2,000","1,800",200,9.5
Forest County,2014,"1,900","1,800",200,8.2
Forest County,2015,"1,900","1,800",200,8
Forest County,2016,"1,700","1,600",100,8.2
Forest County,2017,"1,700","1,600",100,7.1
Forest County,2018,"1,700","1,600",100,6.7
Forest County,2019,"1,700","1,500",100,7
Forest County,2020,"1,700","1,500",200,11
Forest County,2021,"1,600","1,500",100,8.4
Forest County,2022,"1,500","1,500",100,6.2
Forest County,2023,"1,600","1,500",100,5.6
Forest County,2024,"1,500","1,400",100,5.3
Franklin County,1990,"62,500","59,300","3,200",5
Franklin County,1991,"62,100","58,300","3,800",6.2
Franklin County,1992,"62,200","58,500","3,600",5.8
Franklin County,1993,"62,000","58,700","3,300",5.3
Franklin County,1994,"61,300","58,400","2,900",4.8
Franklin County,1995,"64,000","61,100","2,900",4.5
Franklin County,1996,"65,600","62,300","3,300",5.1
Franklin County,1997,"66,800","63,600","3,200",4.8
Franklin County,1998,"67,100","64,400","2,600",3.9
Franklin County,1999,"66,000","62,900","3,100",4.7
Franklin County,2000,"67,800","65,200","2,600",3.8
Franklin County,2001,"68,100","64,900","3,100",4.6
Franklin County,2002,"69,300","66,100","3,200",4.7
Franklin County,2003,"70,700","67,600","3,100",4.3
Franklin County,2004,"74,300","71,600","2,700",3.7
Franklin County,2005,"77,300","74,600","2,700",3.5
Franklin County,2006,"79,200","76,600","2,700",3.4
Franklin County,2007,"81,200","78,400","2,900",3.5
Franklin County,2008,"83,200","79,600","3,600",4.3
Franklin County,2009,"81,400","74,800","6,600",8.1
Franklin County,2010,"75,500","69,300","6,200",8.2
Franklin County,2011,"75,500","70,100","5,400",7.1
Franklin County,2012,"76,400","71,200","5,200",6.8
Franklin County,2013,"76,700","71,800","4,900",6.3
Franklin County,2014,"76,900","72,600","4,300",5.5
Franklin County,2015,"78,500","74,500","4,000",5.1
Franklin County,2016,"77,100","73,100","4,000",5.1
Franklin County,2017,"76,200","72,700","3,500",4.5
Franklin County,2018,"76,700","73,700","2,900",3.8
Franklin County,2019,"77,400","74,500","2,900",3.8
Franklin County,2020,"77,600","71,800","5,800",7.4
Franklin County,2021,"76,300","72,600","3,700",4.8
Franklin County,2022,"76,800","74,000","2,700",3.5
Franklin County,2023,"76,700","74,200","2,400",3.1
Franklin County,2024,"77,200","74,800","2,400",3.1
Fulton County,1990,"6,600","6,100",500,7.2
Fulton County,1991,"6,500","6,000",600,8.5
Fulton County,1992,"6,500","6,000",500,7.7
Fulton County,1993,"6,400","6,000",400,6.6
Fulton County,1994,"6,400","6,000",500,7.3
Fulton County,1995,"6,600","6,300",400,5.6
Fulton County,1996,"6,700","6,300",400,5.6
Fulton County,1997,"7,000","6,400",500,7.8
Fulton County,1998,"6,900","6,600",300,4.4
Fulton County,1999,"6,700","6,400",300,4.3
Fulton County,2000,"7,300","7,000",300,3.9
Fulton County,2001,"7,500","7,000",500,6.1
Fulton County,2002,"7,400","6,900",500,6.5
Fulton County,2003,"7,100","6,700",400,6
Fulton County,2004,"7,600","7,200",400,4.8
Fulton County,2005,"8,200","7,900",400,4.3
Fulton County,2006,"8,300","7,900",400,4.6
Fulton County,2007,"8,200","7,700",500,5.8
Fulton County,2008,"8,200","7,600",600,7.3
Fulton County,2009,"7,700","6,700","1,000",13.4
Fulton County,2010,"7,400","6,500",900,11.8
Fulton County,2011,"7,300","6,600",700,9.8
Fulton County,2012,"7,400","6,800",700,8.9
Fulton County,2013,"7,400","6,700",700,8.9
Fulton County,2014,"7,300","6,800",500,7.2
Fulton County,2015,"7,500","7,000",500,6.4
Fulton County,2016,"7,100","6,600",500,6.5
Fulton County,2017,"7,000","6,600",400,5.3
Fulton County,2018,"7,600","7,300",300,4.2
Fulton County,2019,"7,500","7,100",300,4.6
Fulton County,2020,"7,200","6,300",900,12.1
Fulton County,2021,"6,800","6,400",400,6.1
Fulton County,2022,"6,900","6,600",300,4.1
Fulton County,2023,"7,100","6,800",200,3.5
Fulton County,2024,"7,100","6,900",200,3.3
Greene County,1990,"14,800","13,500","1,200",8.4
Greene County,1991,"15,600","13,900","1,700",10.7
Greene County,1992,"15,600","13,700","1,800",11.7
Greene County,1993,"15,500","13,700","1,800",11.6
Greene County,1994,"15,400","13,700","1,700",11.1
Greene County,1995,"15,700","14,000","1,600",10.4
Greene County,1996,"16,100","14,600","1,500",9.1
Greene County,1997,"16,800","15,300","1,500",8.9
Greene County,1998,"16,600","15,300","1,400",8.1
Greene County,1999,"16,400","15,200","1,200",7.5
Greene County,2000,"16,700","15,800","1,000",6
Greene County,2001,"17,100","16,100","1,000",5.7
Greene County,2002,"17,300","16,200","1,100",6.2
Greene County,2003,"16,900","15,800","1,100",6.7
Greene County,2004,"17,200","16,100","1,100",6.5
Greene County,2005,"17,300","16,200","1,100",6.3
Greene County,2006,"17,600","16,500","1,000",5.9
Greene County,2007,"18,200","17,300","1,000",5.2
Greene County,2008,"18,700","17,600","1,100",5.8
Greene County,2009,"19,200","17,800","1,400",7.4
Greene County,2010,"17,400","16,000","1,400",8.1
Greene County,2011,"18,200","16,800","1,400",7.4
Greene County,2012,"19,100","17,700","1,300",7.1
Greene County,2013,"18,800","17,500","1,300",6.9
Greene County,2014,"18,600","17,600","1,100",5.7
Greene County,2015,"18,300","17,200","1,100",6.1
Greene County,2016,"15,500","14,100","1,300",8.6
Greene County,2017,"15,000","14,000","1,000",6.8
Greene County,2018,"14,800","14,000",800,5.6
Greene County,2019,"14,900","14,000",800,5.7
Greene County,2020,"14,400","12,900","1,500",10.6
Greene County,2021,"13,900","12,900","1,000",7.5
Greene County,2022,"13,700","12,900",800,5.6
Greene County,2023,"13,800","13,200",600,4.4
Greene County,2024,"13,700","13,100",600,4.4
Huntingdon County,1990,"19,200","17,300","1,900",10
Huntingdon County,1991,"19,600","17,100","2,400",12.4
Huntingdon County,1992,"19,800","17,200","2,600",12.9
